x,y
243.0,-64295.62904
244.0,14768.85174
245.0,-27086.14343
246.0,-130769.13687
247.0,-199777.09753
248.0,-149297.33620
249.0,-267698.30007
250.0,-306922.21919
251.0,-129430.91178
252.0,-135081.53935
253.0,-312538.34277
254.0,-47862.38566
255.0,-51951.26640
256.0,-45080.04230
257.0,66482.91117
258.0,108781.07648
259.0,77730.10109
260.0,113157.34082
261.0,66419.96946
262.0,73363.64156
263.0,108324.99091
264.0,-114896.73647
265.0,992.02785
266.0,-1831.62174
267.0,-75256.72005
268.0,-98017.05256
269.0,1210.96560
270.0,-174083.95103
271.0,-197399.44521
272.0,-181214.30695
273.0,-208930.80989
274.0,-127115.90457
275.0,-4713.04492
276.0,27638.40429
277.0,2996.82643
278.0,97379.09744
279.0,-11966.86325
280.0,118574.82252
281.0,102875.90439
282.0,237510.40621
283.0,239737.48602
284.0,424187.28988
285.0,261977.24025
286.0,297915.96746
287.0,82147.04811
288.0,111600.98402
289.0,43263.78657
290.0,123294.15423
291.0,157312.31103
292.0,174663.64331
293.0,162082.55777
294.0,17298.91015
295.0,-51935.35397
296.0,-68802.92684
297.0,36345.09538
298.0,-51441.67859
299.0,192592.86231
300.0,44609.61661
301.0,-41125.19317
302.0,31280.12120
303.0,73023.79831
304.0,-133877.80953
305.0,104677.46102
306.0,76110.51079
307.0,29239.80562
308.0,33313.32130
309.0,228469.30638
310.0,77616.01088
311.0,272994.09781
312.0,162641.87645
313.0,212875.46527
314.0,-62038.92237
315.0,163713.28205
316.0,-61940.54340
317.0,-4710.74043
318.0,-77942.71176
319.0,-43795.84987
320.0,-275222.84997
321.0,-168538.61751
322.0,-302336.72306
323.0,-358189.60993
324.0,-173294.99807
325.0,-253534.16418
326.0,-265382.68783
327.0,-121607.51349
328.0,-141964.91322
329.0,-221232.25010
330.0,-79411.99103
331.0,-259167.31607
332.0,-186107.25712
333.0,40696.30958
334.0,-103568.66400
335.0,22594.65807
336.0,101933.28670
337.0,-101295.86103
338.0,-177554.38861
339.0,80195.92055
340.0,-163785.17313
341.0,119372.62551
342.0,257518.98816
343.0,136278.88158
344.0,-103369.18132
345.0,32200.73973
346.0,-233632.76808
347.0,-256705.18982
348.0,21639.20710
349.0,27793.09790
350.0,-34237.33087
351.0,-41357.05819
352.0,-71021.87703
353.0,-359858.83731
354.0,-21141.71020
355.0,-106564.89277
356.0,-51488.87671
357.0,-145730.52900
358.0,-112585.80773
359.0,-329115.41932
360.0,-96701.70554
361.0,-64402.98056
362.0,-45063.51456
363.0,-133354.47170
364.0,-210557.63833
365.0,-205057.90431
366.0,-260557.72860
367.0,2258.14385
368.0,182212.40117
369.0,283176.74916
370.0,122766.88432
371.0,224182.14387
372.0,35400.67201
373.0,52115.57444
374.0,154033.34945
375.0,324729.78920
376.0,242821.15945
377.0,323301.20156
378.0,238106.56141
379.0,147537.57552
380.0,195311.89067
381.0,273927.40650
382.0,195558.19835
383.0,369043.82858
384.0,193555.62909
385.0,179218.50003
386.0,278871.34714
387.0,258767.66026
388.0,166487.32021
389.0,343162.16087
390.0,150316.90661
391.0,95012.77525
392.0,97009.30062
393.0,4570.63595
394.0,110137.13135
395.0,248947.88985
396.0,271188.65514
397.0,423023.64075
398.0,509374.59529
399.0,348843.39118
400.0,344064.14255
401.0,429324.31195
402.0,489888.17968
403.0,597572.31648
404.0,654643.25785
405.0,467677.56384
406.0,364800.56236
407.0,240311.51838
408.0,224623.12989
409.0,161878.61621
410.0,285825.14855
411.0,165707.34010
412.0,239822.06237
413.0,105377.25501
414.0,139623.15731
415.0,72597.93771
416.0,140261.66078
417.0,105161.83104
418.0,273545.01464
419.0,345712.80342
420.0,334292.63863
421.0,301984.81615
422.0,71813.02947
423.0,-42402.11266
424.0,4110.44220
425.0,44530.12764
426.0,-13594.27589
427.0,150343.06330
428.0,84460.04969
429.0,-87299.61708
430.0,-27392.82589
431.0,-50483.26536
432.0,-126717.63833
433.0,-134719.56749
434.0,-12612.21325
435.0,-75959.61316
436.0,72507.80204
437.0,129811.76043
438.0,79486.30037
439.0,29564.26679
440.0,159155.71455
441.0,157590.07717
442.0,233265.52754
443.0,259233.23091
444.0,251351.54245
445.0,334277.20838
446.0,324118.02282
447.0,374560.10580
448.0,460826.47370
449.0,366695.71652
450.0,301400.35812
451.0,400451.95297
452.0,312917.95921
453.0,358953.62908
454.0,435578.38875
455.0,242262.76689
456.0,167041.92617
457.0,146123.99030
458.0,149468.63158
459.0,119074.32108
460.0,285061.34173
461.0,71282.80957
462.0,-835.81985
463.0,-93765.15493
464.0,-128071.69269
465.0,-328213.54831
466.0,-21563.39597
467.0,-58486.47684
468.0,-147569.60662
469.0,-116751.82604
470.0,-108891.40482
471.0,-426943.15115
472.0,-250175.13579
473.0,-225248.75337
474.0,-130905.09162
475.0,-86339.07004
476.0,-3402.36173
477.0,-103585.49351
478.0,9512.70923
479.0,-85297.86989
480.0,134536.84760
481.0,250504.06170
482.0,162465.12033
483.0,184396.33278
484.0,250764.14806
485.0,89863.23254
486.0,121805.25472
487.0,348885.48877
488.0,248319.95370
489.0,202510.79744
490.0,254390.90269
491.0,190978.01763
492.0,164351.86372
493.0,258835.67635
494.0,349043.26290
495.0,300197.90123
496.0,325908.77457
497.0,177894.57146
498.0,174626.25117
499.0,129125.28661
500.0,272796.19399
501.0,311896.84093
502.0,307365.98163
503.0,174839.84088
504.0,78901.56107
505.0,-46960.62006
506.0,20733.20869
507.0,90605.73761
508.0,167851.21279
509.0,234432.15293
510.0,226914.61232
511.0,81765.80379
512.0,145814.08343
513.0,126933.12617
514.0,217101.80381
515.0,151140.07986
516.0,163720.16132
517.0,126289.81606
518.0,268530.43203
519.0,233052.40922
520.0,273114.83082
521.0,180062.29117
522.0,69404.38348
523.0,-8563.30181
524.0,-45676.45259
525.0,21381.04312
526.0,158543.63540
527.0,256302.62568
528.0,272554.15928
529.0,356670.94909
530.0,184797.15253
531.0,134168.68685
532.0,157017.50290
533.0,97050.88475
534.0,161965.56653
535.0,351898.68895
536.0,300099.96602
537.0,228196.51853
538.0,228181.24797
539.0,-20294.26130
540.0,-61925.17409
541.0,-18967.93511
542.0,114396.79184
543.0,127916.11646
544.0,301792.25221
545.0,295694.76786
546.0,384835.83865
547.0,323413.39893
548.0,415241.18402
549.0,363794.24028
550.0,332963.38603
551.0,245511.33105
552.0,371829.08959
553.0,289066.54902
554.0,199735.84656
555.0,337332.22998
556.0,232679.07196
557.0,24101.41265
558.0,126594.18605
559.0,107595.49222
560.0,-131803.34595
561.0,120898.85838
562.0,163866.73560
563.0,99049.36127
564.0,203611.90460
565.0,275589.68752
566.0,125951.21534
567.0,123606.83912
568.0,231155.54946
569.0,352732.55912
570.0,317848.80923
571.0,250574.88088
572.0,415980.82984
573.0,342178.14705
574.0,353326.04824
575.0,583194.30141
576.0,549896.21007
577.0,331569.47681
578.0,443183.66838
579.0,470035.64403
580.0,496426.75844
581.0,670125.19766
582.0,652814.40920
583.0,471624.64956
584.0,422675.67928
585.0,254431.11643
586.0,311435.16371
587.0,338998.96165
588.0,427910.03740
589.0,284542.92741
590.0,401081.67819
591.0,259725.81838
592.0,355748.35341
593.0,118781.80174
594.0,361657.49965
595.0,288238.69010
596.0,416280.41301
597.0,398182.00680
598.0,519031.64188
599.0,201178.86613
600.0,246403.18784
601.0,216628.42578
602.0,276382.81237
603.0,404756.14964
604.0,401109.54619
605.0,380299.48910
606.0,304691.06345
607.0,169971.00939
608.0,195419.77260
609.0,530109.50892
610.0,426480.86109
611.0,582868.46422
612.0,706098.86038
613.0,493422.25836
614.0,307622.66099
615.0,570822.38962
616.0,394255.95337
617.0,486386.05740
618.0,655203.33697
619.0,602176.77991
620.0,424375.00556
621.0,505818.39203
622.0,365178.77545
623.0,355398.87150
624.0,332279.34843
625.0,229646.61776
626.0,171725.15451
627.0,215226.88323
628.0,233985.54262
629.0,187489.05803
630.0,220908.51747
631.0,77123.57686
632.0,-130644.67868
633.0,-131960.84599
634.0,24495.41753
635.0,27674.65856
636.0,238907.34938
637.0,397493.43664
638.0,245430.56101
639.0,217399.42430
640.0,219103.85204
641.0,253342.07467
642.0,324710.30861
643.0,453768.94477
644.0,530880.10804
645.0,570419.09652
646.0,480084.37013
647.0,516055.42004
648.0,588137.94420
649.0,551187.17049
650.0,690220.70411
651.0,729964.31076
652.0,667377.68838
653.0,709810.46120
654.0,723672.25033
655.0,738829.03282
656.0,716595.89451
657.0,759646.64096
658.0,680186.77269
659.0,669476.16986
660.0,561029.51803
661.0,696367.71170
662.0,682604.65905
663.0,614697.18372
664.0,665280.07415
665.0,633997.07176
666.0,490792.18657
667.0,540590.80648
668.0,575804.80804
669.0,418728.74108
670.0,504761.37539
671.0,575868.40122
672.0,494714.58998
673.0,575472.43708
674.0,482330.29585
675.0,351542.72605
676.0,325271.83530
677.0,334646.55113
678.0,317380.94892
679.0,633248.57714
680.0,581434.41853
681.0,541819.07513
682.0,407975.05904
683.0,324771.99994
684.0,168245.04542
685.0,370374.76343
686.0,289291.05719
687.0,420192.89456
688.0,416818.51795
689.0,337464.81533
690.0,314548.88047
691.0,443373.87042
692.0,297132.30328
693.0,366073.56689
694.0,437792.09059
695.0,337356.38421
696.0,433779.37063
697.0,541114.86567
698.0,385600.12981
699.0,452553.35579
700.0,414294.80713
701.0,375048.66927
702.0,500506.60917
703.0,631455.55233
704.0,506621.41104
705.0,628586.96041
706.0,497102.60463
707.0,398897.09701
708.0,491732.19027
709.0,624635.75084
710.0,492507.07930
711.0,540753.70032
712.0,469380.95847
713.0,348698.31739
714.0,356089.70531
715.0,490275.22771
716.0,409405.43056
717.0,446543.01446
718.0,469034.48123
719.0,540082.40019
720.0,497960.12703
721.0,710016.78260
722.0,792535.59214
723.0,759185.56236
724.0,767509.81745
725.0,784464.10372
726.0,714120.20439
727.0,818211.51353
728.0,901367.05546
729.0,836288.74411
730.0,874795.92705
731.0,712352.62242
732.0,668010.68037
733.0,786774.15634
734.0,675423.77079
735.0,620380.42367
736.0,767375.24499
737.0,648356.37498
738.0,418920.71719
739.0,649394.17370
740.0,560754.34870
741.0,492121.29710
742.0,665598.88377
743.0,788802.88373
744.0,607914.21670
745.0,830376.55168
746.0,762151.68686
747.0,633367.49661
748.0,549466.68645
749.0,515726.12015
750.0,450500.26218
751.0,533957.95043
752.0,449504.15439
753.0,438154.05233
754.0,370916.72792
755.0,196008.13418
756.0,252951.96395
757.0,344201.75986
758.0,344543.86129
759.0,369479.63005
760.0,514047.01863
761.0,407401.53626
762.0,353633.97137
763.0,560473.53027
764.0,616804.33537
765.0,546706.89745
766.0,733532.86028
767.0,643457.57213
768.0,335286.57151
769.0,519738.76329
770.0,648637.85433
771.0,464403.96294
772.0,570944.53208
773.0,710244.28767
774.0,445261.99658
775.0,398961.46717
776.0,656249.86926
777.0,684243.56900
778.0,557539.79372
779.0,766113.44492
780.0,728294.27329
781.0,606917.33158
782.0,688212.68660
783.0,996601.54057
784.0,952982.66514
785.0,892367.09616
786.0,994335.95119
787.0,916723.00194
788.0,819900.83121
789.0,800957.11873
790.0,978651.51614
791.0,831937.67684
792.0,929891.32179
793.0,704025.82540
794.0,720574.52760
795.0,481048.77140
796.0,461824.33243
797.0,403332.46789
798.0,576444.51000
799.0,380549.70343
800.0,432003.58271
801.0,422682.76226
802.0,336895.14326
803.0,190057.52295
804.0,349100.21203
805.0,381755.53545
806.0,449899.74357
807.0,503581.26391
808.0,519460.88268
809.0,417230.51741
810.0,501252.80177
811.0,507702.10296
812.0,672089.43491
813.0,733895.37183
814.0,689950.78314
815.0,646569.89627
816.0,749554.53203
817.0,548488.52988
818.0,744138.91914
819.0,794949.18708
820.0,850528.81734
821.0,731612.00393
822.0,793993.39548
823.0,664375.62980
824.0,811618.35885
825.0,758127.10453
826.0,751111.88633
827.0,853811.94988
828.0,780594.09903
829.0,744023.51614
830.0,739688.14483
831.0,705020.84747
832.0,560090.33215
833.0,777830.71326
834.0,682949.77496
835.0,734200.12537
836.0,690288.22681
837.0,647218.68741
838.0,469041.26701
839.0,685253.67974
840.0,591055.60390
841.0,816513.01072
842.0,803737.53807
843.0,786399.93932
844.0,598467.29173
845.0,728427.55831
846.0,703076.38503
847.0,790647.58404
848.0,807583.48689
849.0,783396.14202
850.0,787201.33661
851.0,641996.42859
852.0,672816.68479
853.0,692462.59290
854.0,707409.54265
855.0,733049.53693
856.0,719170.90786
857.0,704766.84112
858.0,571602.41809
859.0,706050.65850
860.0,482089.96099
861.0,678242.77667
862.0,529040.02762
863.0,798189.37716
864.0,720604.77522
865.0,892221.67660
866.0,733503.03186
867.0,843344.26691
868.0,637922.82480
869.0,693213.22881
870.0,724669.55642
871.0,816262.73216
872.0,895555.80979
873.0,920214.17612
874.0,850716.98343
875.0,841503.96816
876.0,821534.93828
877.0,773472.88477
878.0,900862.27165
879.0,888300.13509
880.0,790216.30177
881.0,770716.12370
882.0,824757.16634
883.0,733818.34736
884.0,890631.78339
885.0,877422.58586
886.0,886358.00731
887.0,801134.74995
888.0,902294.34226
889.0,802805.67153
890.0,833092.78699
891.0,764559.67034
892.0,861819.35100
893.0,820746.31664
894.0,856851.48482
895.0,963781.26117
896.0,930677.01053
897.0,904994.70077
898.0,881528.54958
899.0,879622.94755
900.0,863843.92397
901.0,1060537.80481
902.0,1032549.71946
903.0,998038.31251
904.0,931074.94013
905.0,888107.89105
906.0,827018.45408
907.0,925294.94445
908.0,1056969.62560
909.0,1036385.20327
910.0,1068820.29369
911.0,1016127.17376
912.0,822960.87321
913.0,676526.10013
914.0,841226.67383
915.0,837965.52549
916.0,1013806.07217
917.0,1076226.26585
918.0,1160242.92628
919.0,918178.96057
920.0,993114.67683
921.0,755606.45977
922.0,785147.98399
923.0,607593.98865
924.0,756898.86358
925.0,574786.57257
926.0,778376.95502
927.0,742383.08577
928.0,841087.30538
929.0,833091.83093
930.0,865100.30290
931.0,697742.66431
932.0,748395.13160
933.0,852413.17700
934.0,863556.98593
935.0,1000609.23494
936.0,1011896.14718
937.0,972321.83077
938.0,840401.69525
939.0,904990.43251
940.0,827096.84087
941.0,802116.32111
942.0,791029.49378
943.0,832315.53242
944.0,761264.37056
945.0,755058.30682
946.0,753044.60185
947.0,740538.66169
948.0,788214.32157
949.0,732631.66764
950.0,731742.67441
951.0,709555.36056
952.0,798716.74019
953.0,731737.47104
954.0,849679.53165
955.0,716822.01752
956.0,801132.42191
957.0,715315.50165
958.0,928102.14005
959.0,725895.23611
960.0,853844.28056
961.0,716961.27989
962.0,866220.82274
963.0,621936.58522
964.0,760501.89644
965.0,642685.43473
966.0,705004.91901
967.0,602056.38529
968.0,711050.48092
969.0,588040.62181
970.0,745387.01510
971.0,764697.96253
972.0,765968.48682
973.0,706419.16192
974.0,736464.29425
975.0,641092.44838
976.0,758091.40965
977.0,744402.74929
978.0,757488.31069
979.0,873141.71623
980.0,825852.22766
981.0,702623.72424
982.0,788138.00200
983.0,765915.79729
984.0,793722.29222
985.0,1085675.46628
986.0,1094773.55017
987.0,1029278.68038
988.0,1180089.38945
989.0,1072187.71676
990.0,1056072.12203
991.0,1271984.97758
992.0,1339762.98046
993.0,1266260.54979
994.0,1309649.28351
995.0,1122917.69200
996.0,1054685.13918
997.0,1126369.53358
998.0,1210756.61257
999.0,1300111.51565
1000.0,1321502.93546
