x,y
206.0,-670218.86847
207.0,-917337.77044
208.0,-264393.60329
209.0,451550.92830
210.0,-841226.38310
211.0,-534886.41600
212.0,53097.09888
213.0,-442754.74531
214.0,-681233.11315
215.0,413592.20853
216.0,41922.48208
217.0,-676814.78225
218.0,-798173.44485
219.0,-629968.76474
220.0,556102.82268
221.0,-646232.33350
222.0,-835367.08747
223.0,-75868.05647
224.0,419208.76837
225.0,-258782.99692
226.0,-520386.37128
227.0,-43904.82271
228.0,-820588.84898
229.0,649479.80497
230.0,-210443.29993
231.0,-444018.34049
232.0,579468.76856
233.0,-794215.24435
234.0,-510894.34566
235.0,-916956.91032
236.0,1048842.80816
237.0,361060.70563
238.0,-885259.52413
239.0,839694.18592
240.0,-785418.33787
241.0,772985.92365
242.0,1045551.27310
243.0,8624.67320
244.0,-320427.71009
245.0,-779481.87753
246.0,600315.16791
247.0,-262122.40493
248.0,-868792.98642
249.0,-423667.09967
250.0,-37909.93319
251.0,-442451.22678
252.0,-779531.25580
253.0,943678.30487
254.0,-730259.07875
255.0,-326909.73482
256.0,590889.90298
257.0,206728.86323
258.0,-313480.87845
259.0,104029.20103
260.0,-61206.56318
261.0,948601.94566
262.0,289017.26813
263.0,-876759.34433
264.0,1050678.63044
265.0,-541222.44563
266.0,215525.06040
267.0,741.94646
268.0,-609434.25579
269.0,-618260.17745
270.0,-328984.23180
271.0,667304.44688
272.0,-432.15131
273.0,-548762.25929
274.0,106694.91565
275.0,-412994.59026
276.0,221911.29130
277.0,-290360.15522
278.0,-824753.19094
279.0,864171.97243
280.0,86078.91314
281.0,629436.14178
282.0,-91382.77824
283.0,408997.52311
284.0,46703.29715
285.0,634018.71412
286.0,-26626.54293
287.0,847437.38946
288.0,232290.94425
289.0,657450.62170
290.0,-170613.10693
291.0,-215179.07176
292.0,-654189.11938
293.0,-411989.86432
294.0,150785.22600
295.0,18943.24520
296.0,929634.31726
297.0,-292123.26779
298.0,963825.78910
299.0,-652770.44156
300.0,-166734.00032
301.0,571402.23639
302.0,-385456.43458
303.0,-276107.80214
304.0,411759.31400
305.0,-843010.78975
306.0,-100268.61593
307.0,696828.79002
308.0,234662.13576
309.0,-417323.17317
310.0,478012.16015
311.0,290338.67123
312.0,899792.59064
313.0,-806887.93208
314.0,1023466.73975
315.0,-201438.30766
316.0,923096.59063
317.0,-594336.91017
318.0,-507515.84447
319.0,-684127.06882
320.0,615293.82364
321.0,-653991.19602
322.0,-654796.79990
323.0,254293.94308
324.0,-642030.53755
325.0,8617.63117
326.0,-403881.00268
327.0,-415690.06878
328.0,-243775.03587
329.0,445105.79347
330.0,-835870.56121
331.0,84309.95329
332.0,771951.48130
333.0,-686455.76427
334.0,150501.40365
335.0,-504804.30153
336.0,-868755.10478
337.0,1014361.11486
338.0,393938.35258
339.0,-849467.60371
340.0,1051433.30904
341.0,-406435.07826
342.0,-64865.30432
343.0,-611056.55673
344.0,647641.37100
345.0,-388408.62045
346.0,868905.29756
347.0,854278.29567
348.0,-744231.20335
349.0,-743844.34861
350.0,-529818.38474
351.0,-349587.85104
352.0,-651786.29750
353.0,1120069.16582
354.0,-549130.79394
355.0,241363.04715
356.0,-279375.35999
357.0,270058.66277
358.0,-262235.84384
359.0,973740.10801
360.0,-807582.33323
361.0,-499796.63129
362.0,-742570.35117
363.0,-852633.59138
364.0,190749.00177
365.0,-6316.09739
366.0,872135.99886
367.0,-328754.41986
368.0,-722914.14881
369.0,9115.08294
370.0,831672.34907
371.0,-484128.47985
372.0,927471.67443
373.0,662812.49309
374.0,889039.12032
375.0,-590792.38049
376.0,-307964.33087
377.0,395921.43452
378.0,-426264.57681
379.0,522490.22845
380.0,236247.97961
381.0,295414.10123
382.0,1024557.70665
383.0,-746660.73843
384.0,705877.43948
385.0,1080540.02301
386.0,254528.89934
387.0,-362512.80693
388.0,359559.29176
389.0,-728608.39377
390.0,753781.52137
391.0,406765.32708
392.0,-522664.47391
393.0,823826.40487
394.0,-68080.01741
395.0,259814.81201
396.0,180482.51522
397.0,-654935.64795
398.0,59591.42507
399.0,523317.82347
400.0,987394.02068
401.0,896856.87749
402.0,1089697.01997
403.0,1055372.14456
404.0,-317759.23781
405.0,348203.69348
406.0,1021879.36278
407.0,978961.33506
408.0,387580.84456
409.0,-742830.54353
410.0,-680376.18534
411.0,632299.67513
412.0,-390951.58999
413.0,341432.64453
414.0,-702484.38035
415.0,984160.44386
416.0,459701.46937
417.0,739775.32044
418.0,366897.49598
419.0,-313877.15737
420.0,273562.08466
421.0,-528197.92905
422.0,561375.22871
423.0,920002.42159
424.0,382335.87903
425.0,-229246.78622
426.0,-140677.79466
427.0,-752443.23967
428.0,-43748.90805
429.0,294356.50205
430.0,-521262.96822
431.0,-219112.95906
432.0,499410.01781
433.0,611239.42420
434.0,-459488.83593
435.0,165784.32062
436.0,-158001.17178
437.0,-184498.54749
438.0,-720633.12489
439.0,106596.37428
440.0,286155.65948
441.0,639625.69139
442.0,327429.24915
443.0,-539979.16026
444.0,939248.58761
445.0,1015984.92691
446.0,503597.97869
447.0,286556.88972
448.0,-792229.92326
449.0,679777.73835
450.0,1012589.37297
451.0,-327823.14434
452.0,927005.43214
453.0,111306.11524
454.0,-9279.07051
455.0,619106.63824
456.0,666088.35809
457.0,883086.61759
458.0,-68785.72844
459.0,-146567.51232
460.0,-624992.77153
461.0,307362.68566
462.0,-320004.24361
463.0,8579.49897
464.0,-270418.77364
465.0,1172165.87671
466.0,-586323.22611
467.0,-682464.86534
468.0,282377.00935
469.0,-690849.37867
470.0,-705401.41819
471.0,683019.64911
472.0,-158009.76231
473.0,-245993.66676
474.0,-656469.08326
475.0,-206366.60090
476.0,-619930.51930
477.0,340327.51604
478.0,-521184.94556
479.0,815338.21036
480.0,204913.31951
481.0,-289598.25352
482.0,641446.36663
483.0,111459.80352
484.0,142423.69795
485.0,931453.20083
486.0,458793.96699
487.0,-569275.31279
488.0,29653.07741
489.0,173457.10161
490.0,-4641.44189
491.0,51674.30740
492.0,953134.80729
493.0,234719.40608
494.0,-202827.73490
495.0,483126.20695
496.0,353640.09951
497.0,1093992.92782
498.0,-342852.58772
499.0,494181.80194
500.0,370957.42672
501.0,122981.18409
502.0,-688114.89536
503.0,-516393.91120
504.0,616744.15015
505.0,1110656.96367
506.0,626156.43379
507.0,-502764.57298
508.0,-59547.49547
509.0,-169097.32453
510.0,-270527.19579
511.0,563395.18432
512.0,-307214.53349
513.0,527556.93391
514.0,39865.66117
515.0,440138.87281
516.0,493091.25845
517.0,396029.51238
518.0,143197.32186
519.0,354448.00821
520.0,-428441.35239
521.0,-91773.99558
522.0,92029.98566
523.0,862359.43572
524.0,384027.39209
525.0,-342399.48340
526.0,-153719.16684
527.0,-429683.83724
528.0,386682.10949
529.0,-706266.22950
530.0,298596.08980
531.0,1131864.88701
532.0,609851.23678
533.0,1070911.26833
534.0,610578.99486
535.0,-329848.25422
536.0,-15415.34298
537.0,-447244.65653
538.0,-568289.98722
539.0,575496.65383
540.0,252637.74566
541.0,95041.77168
542.0,-18998.90142
543.0,488653.20050
544.0,-270057.18329
545.0,-128589.04120
546.0,-57871.83840
547.0,1204191.25339
548.0,195600.69153
549.0,411760.98652
550.0,655989.95238
551.0,1214765.65645
552.0,742880.46624
553.0,-109311.61240
554.0,190344.05815
555.0,-334136.75994
556.0,-444333.88700
557.0,733420.55686
558.0,-475626.23102
559.0,-398050.66249
560.0,1263244.00261
561.0,-500738.75487
562.0,306743.50726
563.0,558761.41236
564.0,-221722.98224
565.0,-542349.65840
566.0,428902.52588
567.0,792827.14730
568.0,337264.71868
569.0,-210485.19238
570.0,1100.49064
571.0,738111.46505
572.0,-160257.89568
573.0,926668.18206
574.0,1226781.59792
575.0,-358974.79815
576.0,-478077.96750
577.0,1184592.65477
578.0,1141726.39719
579.0,748857.14643
580.0,502440.94321
581.0,-450983.59215
582.0,217514.75478
583.0,913017.76240
584.0,802318.68782
585.0,1244276.53877
586.0,424585.05871
587.0,17312.49481
588.0,68198.06605
589.0,541537.61983
590.0,-491630.63121
591.0,252789.93598
592.0,-582618.17668
593.0,1157511.08361
594.0,-47313.78377
595.0,934537.94463
596.0,575138.50778
597.0,549402.29634
598.0,-612223.76152
599.0,1292130.17777
600.0,789201.25268
601.0,429387.16106
602.0,46069.66247
603.0,-535747.88379
604.0,-116662.73458
605.0,-97999.49174
606.0,276976.23235
607.0,789364.87508
608.0,1251318.12284
609.0,-229604.64683
610.0,1102692.84969
611.0,408092.72025
612.0,-405424.73674
613.0,762510.54226
614.0,1330226.70978
615.0,179348.28370
616.0,771276.41004
617.0,695762.73697
618.0,-169465.86614
619.0,-38961.68331
620.0,1251514.21337
621.0,-71043.38642
622.0,1253880.08748
623.0,417519.45587
624.0,362749.15446
625.0,842684.86297
626.0,-328775.45141
627.0,689803.71818
628.0,-238396.93421
629.0,-455431.39824
630.0,-585353.28149
631.0,-499160.73347
632.0,1382553.07033
633.0,513266.02899
634.0,-264479.85408
635.0,567021.86564
636.0,-508971.99513
637.0,-524744.20299
638.0,-192644.99629
639.0,548419.81790
640.0,407862.73182
641.0,450979.76592
642.0,1070927.93127
643.0,194023.52071
644.0,974019.47610
645.0,-387992.66273
646.0,952521.12604
647.0,824658.50958
648.0,-111062.25191
649.0,1358462.59184
650.0,-418202.43613
651.0,845029.25662
652.0,682827.64855
653.0,856032.41140
654.0,1294040.62738
655.0,587689.78429
656.0,1272675.09658
657.0,164453.29411
658.0,1422191.00063
659.0,465563.85543
660.0,803679.57362
661.0,44451.49308
662.0,167314.91860
663.0,1145966.67244
664.0,-207700.76213
665.0,547689.82722
666.0,1181843.64047
667.0,1257907.99559
668.0,464030.29465
669.0,574352.47044
670.0,908124.42087
671.0,5784.53496
672.0,618502.04727
673.0,-274422.76669
674.0,-314471.82138
675.0,986397.53141
676.0,356420.19954
677.0,983023.04040
678.0,1172561.65262
679.0,-507440.17230
680.0,567346.12518
681.0,15438.18152
682.0,726134.53408
683.0,635384.63745
684.0,1204251.69054
685.0,242172.89004
686.0,38336.15378
687.0,-271323.60887
688.0,60242.55283
689.0,176159.16052
690.0,551778.20727
691.0,-447327.67352
692.0,1014796.79260
693.0,1023956.92968
694.0,-42235.78101
695.0,1350711.38862
696.0,531316.90876
697.0,38044.94847
698.0,427249.16431
699.0,-288764.92086
700.0,564749.26642
701.0,696613.59159
702.0,132755.31655
703.0,-151146.35014
704.0,977475.10428
705.0,428692.91970
706.0,1090114.33524
707.0,1222038.03266
708.0,1063632.71336
709.0,307529.20586
710.0,382108.38826
711.0,-88672.87579
712.0,-153517.78723
713.0,902700.92987
714.0,421785.74802
715.0,-269232.42872
716.0,440377.86585
717.0,311542.00530
718.0,1071430.33901
719.0,656631.41071
720.0,958366.25308
721.0,283020.71139
722.0,153867.10264
723.0,831285.21418
724.0,1198381.19112
725.0,302297.85878
726.0,1175988.58533
727.0,1136412.35250
728.0,655459.81899
729.0,1521768.86689
730.0,-69909.05891
731.0,1128617.98636
732.0,1284357.56993
733.0,504469.98839
734.0,1046811.14856
735.0,-8224.90523
736.0,-123608.14227
737.0,888308.74846
738.0,1544159.53061
739.0,84297.12366
740.0,-83700.65805
741.0,1284655.91720
742.0,950346.17697
743.0,-354148.22581
744.0,1349342.14653
745.0,-7584.88310
746.0,673801.15396
747.0,1276857.98427
748.0,815854.34523
749.0,1438763.23266
750.0,951993.44387
751.0,-84563.26925
752.0,599870.84502
753.0,-349665.56367
754.0,-68645.00138
755.0,210313.77802
756.0,-209564.71369
757.0,513697.30781
758.0,213820.55501
759.0,424501.66343
760.0,-31363.92532
761.0,1101553.24985
762.0,1551196.71131
763.0,303415.10657
764.0,110373.23229
765.0,921163.29568
766.0,276776.12951
767.0,-297596.90111
768.0,1334311.29202
769.0,584086.73178
770.0,534317.34760
771.0,1192508.53677
772.0,-373572.66223
773.0,101394.89828
774.0,1397712.46406
775.0,1349594.75853
776.0,-262984.42906
777.0,-223899.37810
778.0,1570368.21533
779.0,-19194.05309
780.0,72963.73214
781.0,1494622.18086
782.0,1511530.58520
783.0,153657.17837
784.0,597569.14185
785.0,1111678.53302
786.0,1557483.79011
787.0,566877.52553
788.0,1502115.75478
789.0,1578091.42452
790.0,-111240.35176
791.0,1538457.53951
792.0,-272113.57617
793.0,1478547.10712
794.0,40195.72334
795.0,685181.33960
796.0,1294238.03132
797.0,726449.12392
798.0,58883.24496
799.0,229251.39302
800.0,-172180.52125
801.0,305571.95025
802.0,385749.98671
803.0,791440.96593
804.0,-310032.81048
805.0,153302.60186
806.0,1069725.60657
807.0,516539.87787
808.0,-336236.10006
809.0,547836.35937
810.0,1019140.03959
811.0,1425684.56470
812.0,289201.42492
813.0,-308229.80350
814.0,653209.77259
815.0,1001493.71340
816.0,624340.13885
817.0,1577115.78626
818.0,537168.01871
819.0,185757.58910
820.0,462311.43152
821.0,1671832.82262
822.0,367800.19054
823.0,1205757.55002
824.0,-151537.55373
825.0,1485559.91763
826.0,1021846.97039
827.0,-55878.57769
828.0,1118895.48886
829.0,652300.20552
830.0,1287942.51723
831.0,-71553.69768
832.0,1621107.90999
833.0,810395.74860
834.0,373456.43780
835.0,440751.04492
836.0,-220609.27088
837.0,1265203.42484
838.0,1310813.07200
839.0,-266853.20495
840.0,1232098.31679
841.0,187463.21582
842.0,983563.60400
843.0,-115056.64687
844.0,1394853.59898
845.0,930427.20112
846.0,1650690.01212
847.0,447736.39081
848.0,-6792.81347
849.0,941396.84190
850.0,568323.06302
851.0,1698849.39499
852.0,-139778.41543
853.0,698393.42826
854.0,591259.55983
855.0,1059831.76600
856.0,608904.45289
857.0,120264.76370
858.0,1482367.31557
859.0,35542.81561
860.0,1666368.99087
861.0,-21390.54083
862.0,1066169.03841
863.0,-109320.09382
864.0,596051.33238
865.0,-17521.23998
866.0,1333600.39103
867.0,204436.54162
868.0,1636269.12693
869.0,1411892.72233
870.0,1138139.25707
871.0,1430304.17448
872.0,-52142.03975
873.0,443787.20262
874.0,219207.54170
875.0,636861.14325
876.0,1190575.43482
877.0,644084.95306
878.0,946949.44730
879.0,716717.53916
880.0,1737416.17118
881.0,1492163.24976
882.0,403193.15766
883.0,1524616.32332
884.0,87933.92884
885.0,259067.84054
886.0,196606.44109
887.0,642015.76918
888.0,856119.92891
889.0,1078401.41309
890.0,755759.47553
891.0,1764308.98623
892.0,1085340.00427
893.0,1628893.24054
894.0,752011.10016
895.0,68163.14586
896.0,582286.18475
897.0,490234.26574
898.0,774838.66186
899.0,340289.47034
900.0,1463851.22225
901.0,938840.00806
902.0,1415433.96956
903.0,1135282.88851
904.0,1175288.02874
905.0,1717782.61633
906.0,1510090.74001
907.0,778999.29276
908.0,-135030.88482
909.0,145210.07827
910.0,453113.56711
911.0,645264.97629
912.0,1190513.46448
913.0,1818150.60350
914.0,1209679.62827
915.0,1807542.42180
916.0,1383002.82625
917.0,123676.22268
918.0,-57711.29906
919.0,903503.87700
920.0,710461.38838
921.0,1786979.43835
922.0,10140.30951
923.0,1849292.54703
924.0,358726.12245
925.0,1765994.30233
926.0,508978.30111
927.0,-98421.06036
928.0,187288.50674
929.0,-55228.97430
930.0,489649.14675
931.0,1489349.21165
932.0,819641.38445
933.0,1282892.07269
934.0,1526820.32153
935.0,1223688.96311
936.0,1092117.98141
937.0,345795.14678
938.0,1405010.08186
939.0,542654.84487
940.0,1012162.15737
941.0,470947.28747
942.0,347283.21290
943.0,559654.96432
944.0,1066424.20832
945.0,1217391.71763
946.0,432668.89563
947.0,857585.63350
948.0,971027.28467
949.0,1201267.70722
950.0,631561.71677
951.0,207302.28571
952.0,770804.62376
953.0,937481.46279
954.0,234068.84762
955.0,487828.28554
956.0,571259.14806
957.0,1887785.02998
958.0,354469.78104
959.0,1447035.27562
960.0,126452.00384
961.0,1558096.62318
962.0,665658.96503
963.0,1365355.75883
964.0,7977.91797
965.0,192976.02032
966.0,550642.89826
967.0,1171416.91834
968.0,144639.44861
969.0,382745.05237
970.0,453868.76092
971.0,1107313.72450
972.0,1149385.30604
973.0,728822.45165
974.0,373362.77149
975.0,1652565.55945
976.0,1039530.45816
977.0,605419.72266
978.0,155360.81497
979.0,89631.09182
980.0,708229.38155
981.0,1010823.27233
982.0,536316.38546
983.0,830182.01228
984.0,1819626.78394
985.0,519066.17553
986.0,722874.41599
987.0,1420166.34892
988.0,677063.30243
989.0,1422870.53591
990.0,1708602.22396
991.0,1003018.46096
992.0,1053166.50739
993.0,1301320.42958
994.0,496972.51887
995.0,1944202.52467
996.0,1972610.96812
997.0,1450802.49116
998.0,933295.96442
999.0,306602.72891
1000.0,1002784.62665
