x,y
361.0,133729.86716
362.0,172742.07927
363.0,182703.04507
364.0,188740.77120
365.0,229277.95545
366.0,108510.15173
367.0,167138.63711
368.0,175584.37666
369.0,131000.73419
370.0,56444.67305
371.0,236172.11849
372.0,80096.49720
373.0,59057.09090
374.0,161095.25678
375.0,126939.59763
376.0,219835.26778
377.0,132934.05987
378.0,43336.17799
379.0,95514.99437
380.0,217200.96549
381.0,108911.06304
382.0,180074.46304
383.0,176383.66980
384.0,134122.38187
385.0,56637.22376
386.0,220222.14316
387.0,186085.85716
388.0,219279.95464
389.0,246312.15079
390.0,159058.04189
391.0,134805.50297
392.0,229932.35029
393.0,154093.57576
394.0,187049.55149
395.0,73938.03785
396.0,237483.54188
397.0,235737.88817
398.0,79400.32345
399.0,178178.28262
400.0,229247.50197
401.0,167112.52886
402.0,199035.02728
403.0,237427.56958
404.0,78438.24318
405.0,205101.91367
406.0,148427.71044
407.0,116826.96912
408.0,170233.02762
409.0,183561.47533
410.0,224625.50728
411.0,132481.33537
412.0,143826.96548
413.0,226357.18471
414.0,107014.87501
415.0,85946.64625
416.0,238717.57156
417.0,133160.64015
418.0,238822.73310
419.0,102310.99606
420.0,218028.04931
421.0,173552.82483
422.0,151040.32220
423.0,224707.34502
424.0,182498.52839
425.0,111122.18923
426.0,121402.73558
427.0,132353.99125
428.0,185844.65378
429.0,271625.79783
430.0,261252.61197
431.0,169726.51844
432.0,215503.33109
433.0,167914.82105
434.0,179561.58394
435.0,101222.80585
436.0,212355.72500
437.0,199208.72876
438.0,186078.48440
439.0,238690.44501
440.0,168837.88704
441.0,253435.11001
442.0,164518.67923
443.0,228443.82640
444.0,166919.76269
445.0,258735.07348
446.0,171904.08329
447.0,229905.81549
448.0,295753.53051
449.0,253866.81977
450.0,301608.80074
451.0,269766.96615
452.0,123362.71981
453.0,177122.90135
454.0,185360.65535
455.0,213562.74646
456.0,187563.64379
457.0,109509.46216
458.0,303394.16547
459.0,260827.37888
460.0,218381.19501
461.0,150318.53612
462.0,222145.80530
463.0,140490.44686
464.0,307541.24529
465.0,251857.35146
466.0,185327.76757
467.0,259940.40890
468.0,200192.22430
469.0,194981.33610
470.0,146911.70670
471.0,144186.84227
472.0,299828.80260
473.0,248210.39218
474.0,153499.25035
475.0,190811.17622
476.0,249460.89571
477.0,320590.79425
478.0,158751.43655
479.0,261903.36360
480.0,280391.46917
481.0,192097.84279
482.0,283994.50760
483.0,135939.88649
484.0,304537.05931
485.0,285257.29477
486.0,226814.71285
487.0,150566.13787
488.0,167045.05750
489.0,227796.33679
490.0,163400.35197
491.0,281504.23602
492.0,173032.35772
493.0,148517.70516
494.0,290584.24633
495.0,223314.90274
496.0,155589.96109
497.0,247223.38697
498.0,309985.42767
499.0,164500.11040
500.0,161768.83902
501.0,284397.09407
502.0,269344.02878
503.0,282440.79120
504.0,299082.25902
505.0,247487.61130
506.0,245088.63215
507.0,322921.82351
508.0,207130.41153
509.0,168017.80333
510.0,175370.74694
511.0,174504.34562
512.0,197273.32108
513.0,287376.98512
514.0,334246.32998
515.0,299763.15920
516.0,337848.36799
517.0,299037.14483
518.0,275379.58309
519.0,243414.91201
520.0,253249.09542
521.0,231066.27610
522.0,367589.58626
523.0,201620.47317
524.0,352252.24923
525.0,275194.94930
526.0,294755.66737
527.0,207252.75115
528.0,204300.34421
529.0,317325.02785
530.0,299042.64166
531.0,262679.08590
532.0,242017.29409
533.0,279252.24218
534.0,309102.43862
535.0,334615.02807
536.0,284055.10038
537.0,242507.22918
538.0,213853.93832
539.0,314864.23742
540.0,344439.69946
541.0,292602.26599
542.0,217638.11158
543.0,246267.02095
544.0,222904.58854
545.0,295604.00956
546.0,243990.90255
547.0,314937.81573
548.0,255270.99837
549.0,398835.12013
550.0,342971.59516
551.0,317879.74511
552.0,343753.82783
553.0,333640.56196
554.0,400929.74416
555.0,329322.19347
556.0,384142.73982
557.0,390537.27761
558.0,351788.99858
559.0,309635.22158
560.0,260128.22421
561.0,235698.53063
562.0,345371.52752
563.0,227432.28192
564.0,284612.75579
565.0,342607.21243
566.0,340982.05965
567.0,298480.72429
568.0,333667.33833
569.0,323845.17393
570.0,363415.76999
571.0,384297.21891
572.0,340864.28112
573.0,265368.36287
574.0,383749.73184
575.0,238813.15651
576.0,298037.12925
577.0,289250.49356
578.0,268722.79116
579.0,343252.80119
580.0,243089.13279
581.0,400760.73443
582.0,280204.13467
583.0,327374.87727
584.0,306291.90324
585.0,411773.61182
586.0,400196.10901
587.0,439485.98983
588.0,333586.21281
589.0,374892.37504
590.0,307012.15935
591.0,398142.19517
592.0,308717.20989
593.0,311299.61981
594.0,334716.07215
595.0,435212.71714
596.0,355606.63496
597.0,270231.93852
598.0,410603.98629
599.0,422987.79542
600.0,318184.96090
601.0,319108.17948
602.0,384456.04047
603.0,267270.24154
604.0,386976.63989
605.0,330723.60605
606.0,338479.71844
607.0,443898.33383
608.0,370051.99745
609.0,407555.13380
610.0,398312.33490
611.0,457905.28628
612.0,390529.61529
613.0,463105.66961
614.0,453145.44524
615.0,312528.46210
616.0,433633.35014
617.0,466348.29323
618.0,436979.17451
619.0,389539.27575
620.0,463378.44058
621.0,347713.91447
622.0,423209.90097
623.0,462872.53150
624.0,382281.49053
625.0,363698.78541
626.0,341199.91264
627.0,294291.80514
628.0,317059.41476
629.0,422051.16280
630.0,436173.07241
631.0,392835.20208
632.0,379102.74515
633.0,480629.08103
634.0,462725.78885
635.0,459043.73042
636.0,370579.01836
637.0,450404.15884
638.0,427437.90923
639.0,380482.26866
640.0,485342.22616
641.0,456719.05160
642.0,477513.45019
643.0,396821.00087
644.0,488394.76042
645.0,442789.06957
646.0,470076.45175
647.0,410752.86644
648.0,348468.39749
649.0,335571.23608
650.0,450692.47203
651.0,385280.58100
652.0,445361.34811
653.0,336506.86042
654.0,519881.59950
655.0,338414.38408
656.0,476988.65281
657.0,348276.61997
658.0,372834.18700
659.0,423079.65700
660.0,450673.44052
661.0,503589.76483
662.0,360235.76240
663.0,363041.28429
664.0,459027.07349
665.0,423162.12322
666.0,437052.98538
667.0,504909.40154
668.0,512836.24331
669.0,397420.12952
670.0,441327.67284
671.0,541799.12543
672.0,531695.66980
673.0,360101.11987
674.0,376471.42967
675.0,365974.52054
676.0,477695.17169
677.0,501802.87364
678.0,558248.56931
679.0,515814.96789
680.0,558290.28691
681.0,457668.13966
682.0,431580.37193
683.0,496699.87791
684.0,421555.86967
685.0,395772.80940
686.0,562499.07615
687.0,475915.49588
688.0,520342.50436
689.0,431419.10571
690.0,567025.31401
691.0,478445.40551
692.0,531425.76685
693.0,397418.06682
694.0,551437.89903
695.0,443514.04889
696.0,481558.73884
697.0,511578.29288
698.0,407350.34062
699.0,541010.56010
700.0,454408.53058
701.0,500000.90456
702.0,430203.72492
703.0,592427.81754
704.0,430677.78489
705.0,458413.27294
706.0,411230.78052
707.0,492709.60164
708.0,548282.53697
709.0,563657.10305
710.0,590641.51605
711.0,587406.48579
712.0,460278.06780
713.0,483579.08937
714.0,453725.88858
715.0,423798.88454
716.0,515294.70783
717.0,575955.25641
718.0,501764.40347
719.0,565153.54016
720.0,588565.87432
721.0,515712.94705
722.0,436082.82745
723.0,434037.50038
724.0,551200.93103
725.0,444597.13092
726.0,456282.51721
727.0,433621.49951
728.0,581175.76840
729.0,498560.61079
730.0,592623.14206
731.0,485162.41750
732.0,591584.30562
733.0,635540.44677
734.0,567729.95114
735.0,615362.33225
736.0,580014.46825
737.0,459915.80823
738.0,614243.00998
739.0,529059.47536
740.0,487482.45440
741.0,619825.20771
742.0,562721.11464
743.0,610714.28324
744.0,596179.43791
745.0,539653.87419
746.0,558058.50994
747.0,512411.38353
748.0,592355.20056
749.0,542384.95759
750.0,562867.71832
751.0,606606.39659
752.0,573983.42644
753.0,615140.87116
754.0,562727.17240
755.0,508604.03988
756.0,492423.79574
757.0,576124.10191
758.0,500887.69213
759.0,606761.94331
760.0,583116.22138
761.0,612299.45106
762.0,638977.03499
763.0,677672.40600
764.0,662413.00385
765.0,674542.60921
766.0,665437.21010
767.0,609082.04137
768.0,545974.86004
769.0,640612.71244
770.0,654874.45917
771.0,605067.18422
772.0,678727.24418
773.0,686189.33929
774.0,519197.12446
775.0,605990.69060
776.0,557193.53690
777.0,540347.29303
778.0,685362.01006
779.0,620023.53268
780.0,672092.09670
781.0,644225.21017
782.0,584745.05043
783.0,633522.49956
784.0,702404.47603
785.0,680276.94710
786.0,545597.53801
787.0,544313.07050
788.0,551692.34183
789.0,694377.48808
790.0,642744.32258
791.0,544934.30157
792.0,533261.02023
793.0,694187.85816
794.0,577625.85168
795.0,572160.48234
796.0,582837.89275
797.0,574566.46464
798.0,736981.13990
799.0,634622.00683
800.0,605754.15361
801.0,694446.95876
802.0,609914.10797
803.0,632105.86569
804.0,550188.76405
805.0,609485.69654
806.0,730781.04463
807.0,688123.80606
808.0,738853.75860
809.0,750914.46170
810.0,659282.23249
811.0,631594.16745
812.0,588570.38279
813.0,633417.16294
814.0,609336.10706
815.0,683991.12176
816.0,700505.79862
817.0,673481.89081
818.0,594759.64032
819.0,635072.90820
820.0,613410.49159
821.0,704562.49651
822.0,772473.95673
823.0,623308.43284
824.0,678016.74087
825.0,586516.86184
826.0,632899.42947
827.0,676379.44690
828.0,732828.88558
829.0,724171.58804
830.0,612399.97740
831.0,612643.29875
832.0,739856.41202
833.0,633495.84350
834.0,784081.38058
835.0,756199.07831
836.0,673411.20464
837.0,723749.82364
838.0,720943.92081
839.0,776207.81167
840.0,745910.57593
841.0,800106.13563
842.0,619334.95187
843.0,625375.13686
844.0,701698.09281
845.0,633625.16328
846.0,720842.11193
847.0,623012.70905
848.0,813214.44836
849.0,694098.38277
850.0,777213.56848
851.0,804852.43951
852.0,773420.92094
853.0,796156.33329
854.0,765586.59184
855.0,744795.42417
856.0,694198.44544
857.0,770170.77485
858.0,680251.40868
859.0,743035.26364
860.0,692515.34114
861.0,736863.39959
862.0,802372.38126
863.0,770503.31150
864.0,674477.37934
865.0,738166.26390
866.0,780533.96674
867.0,661341.12251
868.0,711943.92441
869.0,756761.92128
870.0,742674.17061
871.0,753113.29030
872.0,847214.33968
873.0,742864.02739
874.0,703913.63505
875.0,688731.59254
876.0,858359.13058
877.0,759182.02737
878.0,734983.60633
879.0,814569.17746
880.0,871090.56224
881.0,753646.39238
882.0,712401.57204
883.0,736001.45026
884.0,712637.87527
885.0,774353.52835
886.0,784238.50752
887.0,724617.92765
888.0,768912.48895
889.0,852322.51822
890.0,754267.05518
891.0,810607.35696
892.0,828318.89688
893.0,895038.44863
894.0,812475.22580
895.0,739326.06537
896.0,773887.29266
897.0,757390.06521
898.0,821375.63179
899.0,722817.33548
900.0,819974.24346
901.0,786492.16738
902.0,905235.37994
903.0,875057.53424
904.0,880598.09899
905.0,773016.09500
906.0,783297.29228
907.0,783962.30829
908.0,803546.05707
909.0,784034.37977
910.0,738258.24783
911.0,843694.23466
912.0,807710.17697
913.0,801018.45835
914.0,917715.87884
915.0,747570.91924
916.0,920679.95329
917.0,841511.22830
918.0,828990.06090
919.0,924880.45312
920.0,929439.31472
921.0,904128.93241
922.0,806671.06274
923.0,894168.93314
924.0,929086.25821
925.0,843929.76106
926.0,907441.42258
927.0,901072.52706
928.0,782813.69199
929.0,958819.33492
930.0,918164.03338
931.0,810524.42537
932.0,890960.27397
933.0,847546.01473
934.0,950924.12694
935.0,831174.85761
936.0,807760.41652
937.0,785971.88189
938.0,842658.26956
939.0,864120.00340
940.0,841492.92925
941.0,860687.94901
942.0,877198.65749
943.0,888543.68141
944.0,827048.04366
945.0,797675.03543
946.0,804006.52555
947.0,823633.34241
948.0,969502.97205
949.0,828594.52862
950.0,940563.50953
951.0,939139.70029
952.0,823116.29833
953.0,848426.08324
954.0,914335.38306
955.0,926207.29355
956.0,892222.03011
957.0,935552.11295
958.0,925417.72768
959.0,985610.91885
960.0,1018824.24563
961.0,829021.71254
962.0,892418.52114
963.0,942290.76169
964.0,856263.71558
965.0,987609.51919
966.0,881827.79771
967.0,853086.91253
968.0,919148.17252
969.0,991417.80965
970.0,1015070.05959
971.0,1038831.63683
972.0,946808.09783
973.0,889152.90262
974.0,997630.19038
975.0,942465.74351
976.0,1020860.44321
977.0,1042839.78823
978.0,921089.14123
979.0,891603.04600
980.0,1037032.72843
981.0,876621.77402
982.0,1051600.81102
983.0,926974.84692
984.0,947220.53559
985.0,897424.58346
986.0,937287.01771
987.0,947444.14565
988.0,1059821.51686
989.0,1022647.36750
990.0,942222.57070
991.0,917787.04055
992.0,1014709.53471
993.0,1023675.70916
994.0,1046127.96385
995.0,987196.69911
996.0,1033782.68129
997.0,973894.64770
998.0,1036582.38491
999.0,1074472.99104
1000.0,1088839.37854
